"Country","Issuer","Currency","Face value","Reference","N# number (with link)","Title","Type","Year range","Shape","Composition","Weight","Diameter","Year","Gregorian year","Mintmark","Comment","Quantity","For exchange","Grade","Collection","Buying price (GBP)","Estimate (GBP)","Private comment","Public comment"
"Austria","Austria - Habsburg","Austro-Hungarian krone (1892-1918)","0.1","KM# 2822","N# 4119","10 Heller - Franz Joseph I (shield with lion and stars)","Standard circulation coin","1915-1916","Round","Nickel brass","3","19","1915","1915","","","1","","","","0.5","","Norwich A January 20",""
"Austria","Austria - Habsburg","Austro-Hungarian krone (1892-1918)","0.1","KM# 2825","N# 7762","10 Heller - Karl I","Standard circulation coin","1916","Round","Nickel brass","3","19","1916","1916","","","1","","","","0.47","","Ebay May 19","OST-04 a"
"Austria","Austria - Habsburg","Austro-Hungarian krone (1892-1918)","0.2","KM# 2826","N# 6133","20 Heller - Karl I","Standard circulation coin","1916-1918","Round","Iron","3.5","21","1917","1917","","curved ""7""","1","","","","0.47","","Ebay May 19","OST-05 a"
"Austria","Austria - Habsburg","Austro-Hungarian krone (1892-1918)","0.2","KM# 2826","N# 6133","20 Heller - Karl I","Standard circulation coin","1916-1918","Round","Iron","3.5","21","1917","1917","","straight ""7""","1","","","","0.47","","Ebay May 19","OST-06 a"
"Austria","Austria - Habsburg","Austro-Hungarian krone (1892-1918)","1","KM# 2804","N# 5744","1 Corona - Franz Joseph I","Standard circulation coin","1892-1907","Round","Silver (.835)","5","23","1899","1899","","","1","","","","4.2","","Ebay November 19","OST-26 a"
"Austria","Austria - Habsburg","Austro-Hungarian krone (1892-1918)","1","KM# 2820","N# 7003","1 Corona - Franz Joseph I","Standard circulation coin","1912-1916","Round","Silver (.835)","5","23","1914","1914","","","1","","","","6.74","","Ebay May 19","OST-07 a"
"Austria","Austria - Habsburg","Austro-Hungarian krone (1892-1918)","5","KM# 2807","N# 11558","5 Corona - Franz Joseph I","Standard circulation coin","1900-1907","Round","Silver (.900)","24","36","1907","1907","","","1","","","","","","Christmas 19",""
"Azerbaijan","Azerbaijan","Second manat (1992-2006)","0.5","KM# 4a","N# 6683","50 Qəpik","Standard circulation coin","1992-1993","Round","Aluminium","1.45","23","1993","1993","","","1","","","","0.1","","Norwich E December 19",""
"Bahamas, The","Bahamas, The","Dollar (1966-date)","0.05","KM# 3","N# 990","5 Cents - Elizabeth II","Standard circulation coin","1966-1970","Round","Copper-nickel","3.87","21","1966","1966","","","1","","","","","","Bath C July 19","BAH-01 a"
"Bahrain","Bahrain","Dinar (1965-date)","0.01","KM# 3","N# 3162","10 Fils - Isa","Standard circulation coin","1965","Round","Bronze","4.75","23.5","1385","1965","","١٣٨٥ - ١٩٦٥","1","","","","0.08","","Norwich M August 19","BAR-01 a"
"Bahrain","Bahrain","Dinar (1965-date)","0.01","KM# 28.2","N# 46716","10 Fils - Hamad (magnetic; 2nd type)","Standard circulation coin","2010-2020","Round","Brass plated steel","3.35","21","1433","2012","","","1","","","","0.04","","Ebay B January 20",""
"Bahrain","Bahrain","Dinar (1965-date)","0.1","KM# 6","N# 911","100 Fils - Isa","Standard circulation coin","1965-1966","Round","Copper-nickel","6.5","25","1385","1965","","١٣٨٥ - ١٩٦٥","1","","","","0.04","","Ebay B January 20",""
"Barbados","Barbados","Dollar (1973-date)","0.01","KM# 10b","N# 19188","1 Cent - Elizabeth II (Magnetic)","Standard circulation coin","2007-2012","Round","Copper plated steel","2.78","18.86","2008","2008","","","1","","","","0.04","","Ebay B January 20",""
"Barbados","Barbados","Dollar (1973-date)","0.1","KM# 12","N# 66","10 Cents - Elizabeth II","Standard circulation coin","1973-2005","Round","Copper-nickel","2.29","17.77","1987","1987","","Royal Mint","1","","","","0.06","","Ebay December 19",""
"Belgium","Austrian Netherlands","Kronenthaler (1744-1798)","0.00462962962963","KM# 30","N# 8384","1 Liard /  1 Oord - Joseph II","Standard circulation coin","1781-1789","Round","Copper","3.75","22","1789","1789","","angelface mintmark: Brussels Mint","1","","","","0.1","","Norwich E December 19",""
"Belgium","Belgium","Franc (1832-2001)","0.02","KM# 4","N# 269","2 Centimes - Léopold I","Standard circulation coin","1833-1865","Round","Copper","4","22","1836","1836","","signature without point","1","","","","0.08","","Norwich M November 19",""
"Belgium","Belgium","Franc (1832-2001)","0.02","KM# 4","N# 269","2 Centimes - Léopold I","Standard circulation coin","1833-1865","Round","Copper","4","22","1863","1863","","","1","","","","1","","Norwich August 19","BEL-08 a"
"Belgium","Belgium","Franc (1832-2001)","0.02","KM# 4","N# 269","2 Centimes - Léopold I","Standard circulation coin","1833-1865","Round","Copper","4","22","1863","1863","","","1","","","","0.06","","Ebay December 19","x"
"Belgium","Belgium","Franc (1832-2001)","0.02","KM# 35","N# 516","2 Centimes - Léopold II (French text)","Standard circulation coin","1869-1909","Round","Copper","4","21.5","1875","1875","","","1","","","","0.1","","Norwich E October 19",""
"Belgium","Belgium","Franc (1832-2001)","0.02","KM# 35","N# 516","2 Centimes - Léopold II (French text)","Standard circulation coin","1869-1909","Round","Copper","4","21.5","1875","1875","","","1","","","","0.1","","Norwich E December 19",""
"Belgium","Belgium","Franc (1832-2001)","0.05","KM# 5","N# 268","5 Centimes - Léopold I","Standard circulation coin","1811-1860","Round","Copper","10","28","1833","1833","","signature with point","1","","","","0.1","","Norwich E December 19",""
"Belgium","Belgium","Franc (1832-2001)","0.05","KM# 5","N# 268","5 Centimes - Léopold I","Standard circulation coin","1811-1860","Round","Copper","10","28","1841","1841","","signature with point","1","","","","0.1","","Norwich E December 19",""
"Belgium","Belgium","Franc (1832-2001)","0.05","KM# 67","N# 295","5 Centimes - Albert I (Dutch text)","Standard circulation coin","1910-1931","Round with a hole","Copper-nickel","2.5","19","1914","1914","","","1","","","","0.39","","Ebay July 19","BEL-05 a"
"Belgium","Belgium","Franc (1832-2001)","0.05","KM# 67","N# 295","5 Centimes - Albert I (Dutch text)","Standard circulation coin","1910-1931","Round with a hole","Copper-nickel","2.5","19","1927","1927","","","1","","","","0.1","","Norwich E November 19",""
"Belgium","Belgium","Franc (1832-2001)","0.05","KM# 66","N# 290","5 Centimes - Albert I (French text)","Standard circulation coin","1910-1932","Round with a hole","Copper-nickel","2.5","19","1922","1922","","","1","","","","","","Wayne December 19",""
"Belgium","Belgium","Franc (1832-2001)","0.05","KM# 66","N# 290","5 Centimes - Albert I (French text)","Standard circulation coin","1910-1932","Round with a hole","Copper-nickel","2.5","19","1925","1925","","","1","","","","0.01","","Norwich D January 20",""
"Belgium","Belgium","Franc (1832-2001)","0.05","KM# 80","N# 515","5 Centimes (German Occupation Coinage)","Standard circulation coin","1915-1916","Round","Zinc","2.5","19","1916","1916","","","1","","","","1","","Norwich August 19","BEL-09 a"
"Belgium","Belgium","Franc (1832-2001)","0.05","KM# 124","N# 3127","5 Centimes - Léopold III (BELGIE-BELGIQUE)","Standard circulation coin","1941-1942","Round with a hole","Zinc","2.5","19","1941","1941","","","1","","","","0.1","","Norwich E September 19","BEL-31 a"
"Belgium","Belgium","Franc (1832-2001)","0.1","KM# 22","N# 274","10 Centimes - Léopold I","Standard circulation coin","1861-1864","Round","Copper-nickel","4.5","21","1862","1862","","","1","","","","0.1","","Norwich E December 19",""
"Belgium","Belgium","Franc (1832-2001)","0.1","KM# 22","N# 274","10 Centimes - Léopold I","Standard circulation coin","1861-1864","Round","Copper-nickel","4.5","21","1863","1863","","","1","","","","1","","Norwich August 19","BEL-10 a"
"Belgium","Belgium","Franc (1832-2001)","0.1","KM# 42","N# 7142","10 Centimes - Léopold II (French text)","Standard circulation coin","1894-1901","Round","Copper-nickel","4.5","21","1898","1898","","","1","","","","0.1","","Norwich D January 20",""
"Belgium","Belgium","Franc (1832-2001)","0.1","KM# 49","N# 2674","10 Centimes - Léopold II (Dutch text - Small date)","Standard circulation coin","1902-1903","Round with a hole","Copper-nickel","4","22","1903","1903","","","1","","","","0.39","","Ebay July 19","BEL-06 a"
"Belgium","Belgium","Franc (1832-2001)","0.1","KM# 53","N# 289","10 Centimes - Léopold II (Dutch text - Large date)","Standard circulation coin","1903-1906","Round with a hole","Copper-nickel","4","22","1905","1905","","","1","","","","0.22","","Norwich August 19","BEL-11 a"
"Belgium","Belgium","Franc (1832-2001)","0.1","KM# 53","N# 289","10 Centimes - Léopold II (Dutch text - Large date)","Standard circulation coin","1903-1906","Round with a hole","Copper-nickel","4","22","1905","1905","","","1","","","","0.06","","Ebay December 19","x"
"Belgium","Belgium","Franc (1832-2001)","0.1","KM# 81","N# 514","10 Centimes (German Occupation Coinage)","Standard circulation coin","1915-1917","Round","Zinc","4","22","1916","1916","","Date ""• 1916 •""","1","","","","1","","Norwich August 19","BEL-12 a"
"Belgium","Belgium","Franc (1832-2001)","0.1","KM# 95","N# 8407","10 Centimes - Albert  I (French text; with star)","Standard circulation coin","1930-1932","Round with a hole","Nickel brass (Cu (.750), Zn (.150), Ni (.100))","4","22","1931","1931","","KM#95.1; Double line below ES; Star on 1 point","1","","","","0.1","","Norwich E November 19",""
"Belgium","Belgium","Franc (1832-2001)","0.1","KM# 126","N# 1257","10 Centimes - Léopold III (BELGIE-BELGIQUE)","Standard circulation coin","1941-1946","Round with a hole","Zinc","4","22","1944","1944","","exists with plain and reeded edge","1","","","","0.49","","Ebay August 19","BEL-13 a"
"Belgium","Belgium","Franc (1832-2001)","0.25","KM# 69","N# 292","25 Centimes - Albert I (Dutch text)","Standard circulation coin","1910-1929","Round with a hole","Copper-nickel","6.5","26","1913","1913","","","1","","","","0.01","","Norwich D January 20",""
"Belgium","Belgium","Franc (1832-2001)","0.25","KM# 69","N# 292","25 Centimes - Albert I (Dutch text)","Standard circulation coin","1910-1929","Round with a hole","Copper-nickel","6.5","26","1922","1922","","Overdate variety 1922/1 exists","1","","","","0.1","","Norwich E November 19",""
"Belgium","Belgium","Franc (1832-2001)","0.25","KM# 69","N# 292","25 Centimes - Albert I (Dutch text)","Standard circulation coin","1910-1929","Round with a hole","Copper-nickel","6.5","26","1928","1928","","","1","","","","0.1","","Norwich E November 19",""
"Belgium","Belgium","Franc (1832-2001)","0.25","KM# 68.1","N# 499","25 Centimes - Albert I (French text)","Standard circulation coin","1913-1929","Round with a hole","Copper-nickel","6.5","26","1913","1913","","KM#68.1; Double line below ES","1","","","","0.1","","Norwich E November 19",""
"Belgium","Belgium","Franc (1832-2001)","0.25","KM# 68.1","N# 499","25 Centimes - Albert I (French text)","Standard circulation coin","1913-1929","Round with a hole","Copper-nickel","6.5","26","1921","1921","","KM#68.1; Double line below ES","1","","","","0.49","","Ebay August 19","BEL-15 a"
"Belgium","Belgium","Franc (1832-2001)","0.25","KM# 68.1","N# 499","25 Centimes - Albert I (French text)","Standard circulation coin","1913-1929","Round with a hole","Copper-nickel","6.5","26","1922","1922","","KM#68.1; Double line below ES","1","","","","0.22","","Norwich August 19","BEL-14 a"
"Belgium","Belgium","Franc (1832-2001)","0.25","KM# 68.1","N# 499","25 Centimes - Albert I (French text)","Standard circulation coin","1913-1929","Round with a hole","Copper-nickel","6.5","26","1929","1929","","KM#68.1; Double line below ES","1","","","","0.1","","Norwich E November 19",""
"Belgium","Belgium","Franc (1832-2001)","0.25","KM# 82","N# 513","25 Centimes (German Occupation Coinage)","Standard circulation coin","1915-1918","Round","Zinc","6.5","26","1915","1915","","","1","","","","1","","Norwich August 19","BEL-16 a"
"Belgium","Belgium","Franc (1832-2001)","0.25","KM# 82","N# 513","25 Centimes (German Occupation Coinage)","Standard circulation coin","1915-1918","Round","Zinc","6.5","26","1916","1916","","Dot before and after date","1","","","","0.1","","Norwich E December 19",""
"Belgium","Belgium","Franc (1832-2001)","0.25","KM# 114","N# 749","25 Centimes - Léopold III (BELGIQUE-BELGIE)","Standard circulation coin","1938-1939","Round with a hole","Nickel brass (Cu (.640), Zn (.200), Ni (.160))","6.5","26","1938","1938","","KM#114.1","1","","","","0.79","","Ebay July 19","BEL-07 a"
"Belgium","Belgium","Franc (1832-2001)","0.25","KM# 131","N# 5330","25 Centimes - Léopold III (BELGIQUE-BELGIE)","Standard circulation coin","1942-1946","Round with a hole","Zinc","6.5","26","1942","1942","","","1","","","","0.1","","Norwich E November 19",""
"Belgium","Belgium","Franc (1832-2001)","0.5","KM# 50","N# 1305","50 Centimes - Léopold II (French text)","Standard circulation coin","1901","Round","Silver (.835)","2.5","18","1901","1901","","","1","","","","0.22","","Norwich August 19","BEL-17 a"
"Belgium","Belgium","Franc (1832-2001)","0.5","KM# 51","N# 286","50 Centimes - Léopold II (Dutch text)","Standard circulation coin","1901","Round","Silver (.835)","2.5","18","1901","1901","","","1","","","","2.99","","Ebay August 19","BEL-18 a"
"Belgium","Belgium","Franc (1832-2001)","0.5","KM# 83","N# 512","50 Centimes (German Occupation Coinage)","Standard circulation coin","1918","Round with a hole","Zinc","5","24","1918","1918","","","1","","","","1","","Norwich August 19","BEL-19 a"
"Belgium","Belgium","Franc (1832-2001)","0.5","KM# 88","N# 511","50 Centimes - Albert I (Dutch text)","Standard circulation coin","1923-1934","Round","Nickel","2.5","18","1923","1923","","","1","","","","0.49","","Ebay August 19","BEL-20 a"
"Belgium","Belgium","Franc (1832-2001)","0.5","KM# 88","N# 511","50 Centimes - Albert I (Dutch text)","Standard circulation coin","1923-1934","Round","Nickel","2.5","18","1933","1933","","","1","","","","0.08","","Norwich M August 19","BEL-21 a"
"Belgium","Belgium","Franc (1832-2001)","0.5","KM# 145","N# 752","50 Centimes - Baudouin I (Dutch text)","Standard circulation coin","1952-2001","Round","Bronze","2.75","19","1988","1988","","KM#149.1; Type C","1","","","","0.08","","Norwich M August 19","BEL-22 a"
"Belgium","Belgium","Franc (1832-2001)","1","KM# 89","N# 508","1 Franc - Albert I (French text)","Standard circulation coin","1922-1934","Round","Nickel","5","23","1930","1930","","","1","","","","0.1","","Bath A February 20",""
"Belgium","Belgium","Franc (1832-2001)","1","KM# 90","N# 509","1 Franc - Albert I (Dutch text)","Standard circulation coin","1922-1935","Round","Nickel","5","23","1922","1922","","","1","","","","0.22","","Norwich August 19","BEL-23 a"
"Belgium","Belgium","Franc (1832-2001)","1","KM# 128","N# 1240","1 Franc - Léopold III (BELGIE-BELGIQUE)","Standard circulation coin","1942-1947","Round","Zinc","4.25","21.5","1943","1943","","","1","","","","0.01","","Norwich D January 20",""
"Belgium","Belgium","Franc (1832-2001)","1","KM# 128","N# 1240","1 Franc - Léopold III (BELGIE-BELGIQUE)","Standard circulation coin","1942-1947","Round","Zinc","4.25","21.5","1945","1945","","","1","","","","0.1","","Norwich E September 19","BEL-32 a"
"Belgium","Belgium","Franc (1832-2001)","1","KM# 142","N# 1244","1 Franc - Baudouin I (French text)","Standard circulation coin","1950-1988","Round","Copper-nickel","4","21","1955","1955","","KM#142.1","1","","","","0.22","","Norwich August 19","BEL-24 a"
"Belgium","Belgium","Franc (1832-2001)","1","KM# 143","N# 571","1 Franc - Baudouin I (Dutch text)","Standard circulation coin","1950-1988","Round","Copper-nickel","4","21","1952","1952","","KM#143.1","1","","","","0.22","","Norwich August 19","BEL-25 a"
"Belgium","Belgium","Franc (1832-2001)","1","KM# 143","N# 571","1 Franc - Baudouin I (Dutch text)","Standard circulation coin","1950-1988","Round","Copper-nickel","4","21","1979","1979","","KM#143.1","1","","","","","","Rose Cottage","BEL-01 a"
"Belgium","Belgium","Franc (1832-2001)","1","KM# 170","N# 1245","1 Franc - Baudouin I (French text)","Standard circulation coin","1989-1993","Round","Nickel plated steel","2.75","18","1991","1991","","Coin alignment","1","","","","0.08","","Norwich M August 19","BEL-26 a"
